Age,Country of Birth,Gender,Employment Status,Average Drinks per Day,Noisy Drinks 10%,Noisy Drinks 20%,Noisy Drinks 30%,Noisy Drinks 40%,Noisy Drinks 50%,Noisy Drinks 60%,Noisy Drinks 70%,Noisy Drinks 80%,Noisy Drinks 90%,Noisy Drinks 100%
37,Canada,Male,Full-Time,1.7,1.6213942844681228,1.7454463579180275,1.7312411448184926,0.7583362912405719,1.3612371156247451,1.303969301598493,1.5980860407943926,3.8102084213171272,3.851520124285794,1.5416050130904346
56,Germany,Male,Self-Employed,0.2,0.24626669053987005,0.0,0.3936259161058362,0.2216331305131482,0.0,0.986909513156131,0.0,0.0,0.6845970462429047,0.0
75,China,Female,Part-Time,1.3,1.9003600659237383,1.6382547766576714,1.145418258746317,1.5259782742077195,1.3480628564810118,1.9652636977745326,1.378336803137414,1.384333606896119,1.4172152467600272,0.11533797015698144
26,Australia,Male,Self-Employed,0.2,0.2906254730859128,0.048623904500601556,0.6903884096776813,0.0,1.2378683095676541,0.7414205662705255,0.0,0.12143088813716832,0.0,0.12545608049931747
38,United States,Non-Binary,Self-Employed,5.1,4.964066514881658,5.185104960643558,5.210018502834687,4.676580228163036,5.618883126114462,3.77167098980743,5.055056183241531,2.6301240213540242,5.529336010430091,3.8444764760780625
58,China,Female,Unemployed,2.1,1.9732733385359356,1.491428698170369,2.095482080437489,2.8109824767559664,2.4802111808445346,1.5086083574724225,3.0053443148423917,0.7143642763314149,1.6785334022334657,2.148504685922411
28,Australia,Male,Part-Time,0.4,0.2709227053442026,0.4906679634758708,0.6156082034138588,0.6184918163339859,0.4100175206367432,1.3013919679608792,0.0,0.0,0.807173339305582,1.3472951039395542
32,Germany,Male,Part-Time,1.7,1.8251625529790831,1.6270414934116462,1.7127790392986735,1.9963311590479305,1.6469033012224439,2.2377795708492574,1.6044973042189326,1.2422508854458467,2.102744600995516,4.732826982184022
51,Germany,Male,Self-Employed,1.1,1.1159350486475565,1.241391016940097,1.4629322808128367,1.6959535544125228,0.35668474857235266,0.893343665020512,2.5710266645611743,0.5676089542069056,3.1403331334981925,0.7035698138373534
51,Australia,Non-Binary,Full-Time,0.7,0.5874038009978156,0.512621921739055,0.9141034967275155,0.8770708699948344,0.8453622653253514,1.1570690795835192,0.0,0.0,3.4714343170278807,0.11719513707241791
28,Mexico,Female,Full-Time,1.4,1.4529015929043307,1.6030859303210576,1.7785978402343223,1.4877141664257192,0.8270381530593017,1.4542775197246594,0.0,1.5781175770700724,1.9262389035920047,0.7255629324733803
22,Canada,Male,Part-Time,0.4,0.4556570306167823,0.2315503478856884,0.5633303386060811,0.25637015187064793,0.4337564830636015,0.0,1.8667485671979387,0.0,1.6184727606148335,0.9284944055950799
76,China,Male,Full-Time,3.2,3.207501922871073,3.114195687350968,3.1479663683930035,3.209509393861055,3.2591504857935205,3.204485765630891,3.6450614676960837,0.0,2.568183364848442,2.907343675364396
70,Mexico,Non-Binary,Unemployed,1.8,1.6764727226704474,1.6044120918925187,2.327208673471051,2.683032892669508,2.060332934836173,0.9868525575655546,2.258957980766057,2.146764346001504,0.486782422131782,3.1293044070769636
36,Australia,Male,Part-Time,3.6,3.6581423972082763,3.512266590581926,3.722909020398588,3.6833495952868174,3.596111711728759,4.003447769571117,2.9298265713105365,3.132293776545914,2.794277431027505,3.289864454126703
27,India,Female,Self-Employed,1.2,1.2350233329710756,1.2546285460217368,0.9057517950260946,0.0,0.8945727852491048,1.3099265437607306,1.302003727009688,1.382029961640914,0.5234313261944437,2.7946052524288625
62,Mexico,Non-Binary,Self-Employed,1.7,1.9267186055468004,1.8389773872409396,1.5731878011523468,1.9389593031056176,2.19785536027697,1.411959805220683,0.728481838521755,0.3897334678134252,1.705631404643659,1.8399038005414732
29,Germany,Non-Binary,Unemployed,4.4,4.410404887225256,4.441510208181138,4.419759234208528,4.136468726208729,4.038791960918586,3.5268042169374194,8.201993848563614,4.233438505670405,3.67245017583715,4.1373245297726555
77,China,Male,Part-Time,0.2,0.11024946897175336,0.0,0.14128561435229797,1.4681587701269694,0.0,0.4371272181480972,1.5515360930819835,0.0,0.0,0.46230871854764133
18,Germany,Non-Binary,Part-Time,3.6,3.674531039085467,3.6253582497822325,3.5308835292213216,3.2850775743714036,3.630071391308065,3.5992519714547258,4.332544957668171,3.8253835121202338,1.1899084686410952,4.352854889117399
56,United States,Non-Binary,Part-Time,1.5,1.5032589246706896,1.1906067775195597,1.414825963903455,0.844409891314679,1.5427593899775625,1.99293777341771,0.0,2.0930380895077856,1.9500719959606858,1.6073866624558748
22,Germany,Female,Unemployed,0.3,0.4280575062275688,0.624210636901353,0.6620831424683411,0.27776456674428446,0.0,0.39554493396974166,0.6014755592961623,0.2701357070473916,0.0,1.4078152134322741
47,United States,Non-Binary,Full-Time,1.3,1.2825483433522955,0.9368374855980595,1.3760873354036638,0.6955726355762775,0.7756752168033778,0.8569479204359713,0.0,1.1786807160303683,1.299070685600233,1.6255625773767657
70,Germany,Female,Part-Time,1.6,1.5817881423514653,1.593692022638647,2.7980845037889126,1.9510900666756066,2.646069641858743,1.7863344079689825,2.153555569477527,2.397303189942688,0.5095718237858031,2.0302800997200157
43,United States,Non-Binary,Self-Employed,0.1,0.11079134478418871,0.0,0.0,0.0,1.1560124123477584,1.1209653279689547,0.8659534615325925,0.0,0.3689587212632479,0.041779260321805234
54,United States,Male,Unemployed,16.4,16.395507389047683,15.926974163293833,16.134907266023923,16.518719873123224,15.86622757878557,16.842338941907933,16.63453571510412,15.70092061574238,16.48593004766646,14.592563557043526
22,China,Female,Self-Employed,2.4,2.3993313046159828,2.4622065674952642,2.0200809240811957,2.415254677323121,1.8195281453669652,3.076699773095528,1.8833560784561167,2.313502762869768,4.068110459481657,2.8967362874750204
19,Mexico,Female,Full-Time,0.7,0.813843016583122,0.5124211786744901,0.0,0.5906581138509209,1.2501245074771292,1.5158614558042998,0.0,0.22559637342797095,0.2828060925544856,0.6410000298681996
30,Australia,Male,Full-Time,0.7,0.8403402429063698,0.6513817334206671,1.1269127286400296,0.6847057717790974,0.0,0.6861418915164655,0.16920678347750095,0.0,0.8495141699229495,0.0
29,Mexico,Male,Full-Time,1.9,1.870655700317287,1.699353997370637,1.7143540847375887,1.3563896069675945,2.904839123023664,2.132363540771037,1.8926405382246352,1.2079462790499855,1.4354916841779932,0.337009584904441
74,India,Non-Binary,Part-Time,2.4,2.390625024190339,2.4357969934762624,3.0943247394967726,2.774230410301782,1.591588619771166,1.8124032769199514,1.6352225967331897,3.0971929400427554,2.436158386779333,2.7124885547653133
18,Mexico,Male,Self-Employed,2.4,2.4536694122759224,2.384513999902946,2.389413541360745,3.039444380871303,2.3543411773029064,4.36841430957294,2.0287786334072715,1.1041507166240792,1.795219679007349,2.2059330820482215
28,Canada,Non-Binary,Self-Employed,0.7,0.504696394298042,0.6751984017519613,0.6288414234336674,0.7510563976231266,0.24408975104272174,0.7921870724850698,0.5261029107839117,1.1364830235758905,0.0,0.6703030251928453
52,Mexico,Female,Part-Time,1.3,1.209623591183448,1.2988825240328588,1.5210101077621985,0.0,1.3959539861744845,2.8096616474114375,1.5583522226332382,1.3100908224751169,1.6398956078993432,3.252196191507248
20,United States,Female,Unemployed,2.0,2.0778955951031293,2.1528291395078925,1.4327421507118054,2.12968771493283,1.5016745607093291,1.9247988690307922,1.2408270654464433,3.3373148195078874,0.6636258252427365,2.449739045669902
32,United States,Male,Self-Employed,2.0,1.9709382323917934,1.9863527994825407,2.0361646790595254,1.9938707421694895,2.0095698360183794,1.7292480988835404,1.7058459045944008,2.767943482298522,2.312926840149766,2.260955732774746
39,Australia,Male,Part-Time,6.4,6.428866175799102,6.284107932083468,6.634800037497658,6.413759603606025,6.625508966321994,5.225850754809831,4.786903962306451,6.4711499740185685,6.921720157209949,4.092382464068023
65,India,Male,Full-Time,1.7,1.6632023267229248,1.9620394979663764,0.874720530859601,1.82524038646481,0.6317563527008145,1.7208442450697063,2.308078227045361,1.2151941102447148,0.855664116161617,4.531539133649658
73,United States,Female,Part-Time,0.3,0.397764001498694,0.47976455693893544,0.7413073124042242,1.333860778904208,0.0,0.14767991646174483,0.0,0.0,0.0,0.0
67,China,Female,Full-Time,0.4,0.3325138441816665,0.5282827647654907,0.3231040051276207,0.4759802525050175,0.0,0.4124241555088608,1.7713918749472546,0.0,0.0,2.5942958629254713
68,India,Non-Binary,Full-Time,0.7,0.7602740031840769,0.7760718682015957,0.7707502056660767,0.4748318562972793,0.8023025311733846,0.42127649897027514,1.5176807173614488,0.0,0.499824387175714,0.0
40,Germany,Non-Binary,Unemployed,0.0,0.008842022524406098,0.025546383056365266,0.0,0.4805829019673944,0.05749689353492776,0.7306392943066108,0.0,0.3130689985130706,0.0,0.11807376350580244
25,Germany,Female,Part-Time,0.2,0.4057231651241924,0.24449135941151665,0.36418493795543766,0.0,0.10524204731799001,0.0,0.2902229965711376,0.0,0.33116598733558333,0.0
20,India,Non-Binary,Self-Employed,0.2,0.21032848618053812,0.034525990807517004,0.46827356467818104,0.566483614960537,0.0,0.7486164415505401,0.18638277472649906,0.0,1.6356361152303682,0.0
60,China,Female,Full-Time,0.9,0.7890926689756796,1.1613504271751296,1.0812072315644712,0.5010064865578956,1.2888093861905565,0.609103262720043,1.1959537964412439,0.12712222171267407,0.5614456209422629,0.6475708592994258
53,India,Female,Unemployed,2.2,2.244394760420223,1.9307642444338873,2.2134325698570407,1.9719912484639615,2.0951410153669014,1.8347322531358519,2.0697193492584507,2.535971455076874,3.721387576397425,2.7467977084097037
46,United States,Non-Binary,Part-Time,1.5,1.9645512889617671,1.463222755456532,1.7159806715905874,1.296764425605399,1.3268774337865024,1.5434567148196319,1.3603434310482652,2.921272515152718,1.4507808726641949,2.2559740983400367
41,United States,Male,Unemployed,7.3,7.335644450685196,8.499614030428852,7.558385040318669,6.384808321255948,5.511342759726242,6.940192574115247,7.373237138661406,7.226638220354299,7.495983535985881,5.040083534043527
76,Germany,Male,Part-Time,2.8,2.7858496847170384,2.8267053161588476,2.7497861554890055,2.815200617380873,2.7161867254356564,2.5581385825436964,1.9978414289256161,3.241914296513044,2.0591502611521126,6.290861159310652
36,Germany,Non-Binary,Self-Employed,1.2,1.286126543155631,0.8289051015926603,1.1624342854507272,0.4196770283634734,1.6328633431125132,0.677216452482079,1.7098754643346346,1.4659807472819866,1.079575000896778,1.0254285317098555
27,United States,Male,Part-Time,2.7,2.750670407538811,2.994780487077155,2.6231419490987813,2.3664610334898373,2.5838511845886054,3.3395280936238247,1.5273355833134317,1.8227578056643094,2.7052986472259124,2.175815627288848
36,China,Non-Binary,Full-Time,3.9,3.8942138116667175,3.378002439959323,3.98600487056749,6.2268376396503236,3.4071209908865883,2.6328853630644873,3.77921596234502,1.9913131827980324,3.2987371815951896,5.2490458416268675
41,Australia,Male,Part-Time,0.8,0.7653896148838629,1.0111029249769399,0.44116571439198154,0.7108442355941781,0.0,0.8968906225408928,1.4278148548698293,0.8220093328421504,0.7477625163301389,0.7931362589379445
58,Canada,Non-Binary,Self-Employed,0.7,0.7360521327792221,0.655343936088632,1.0384762851798115,0.2590916311378189,0.9720394637815031,0.6301356953179957,0.8103982260448455,2.5407492593898366,0.4498918483384167,0.3059644880763579
24,Mexico,Female,Self-Employed,0.9,0.9419409164943089,0.7628240653453819,0.9265471865874542,1.2976557743509907,1.19834938225828,0.0,0.0,1.3690741273364089,1.0730482842912774,0.6561668548234574
55,United States,Female,Unemployed,1.2,1.2219605083492409,1.3200113609535375,0.45774267435774185,1.2535044518158156,0.8878469202537675,1.7029100253764375,1.2046594619188997,1.1386142030555488,3.4872138814486053,1.0685535826238999
35,Canada,Male,Self-Employed,1.0,0.9303649913122091,1.5568096036999015,0.8976170010159998,0.4942306856459102,0.0,0.8088406586896587,1.009607091790343,1.551372686573099,1.192774011710385,1.7855745363653588
25,India,Female,Part-Time,2.4,2.2811174597357406,2.0654061643375434,2.6325614940651043,2.5561065785243082,2.3999463855887564,2.5338249288206423,2.4266152359084763,2.3954601347190825,2.444931754006133,5.039177861592266
40,Australia,Male,Part-Time,0.3,0.37654495294129026,0.1352633883845064,2.3571122632513233,0.9267491293133161,0.25232018891740493,0.0,0.8714081847154109,0.6086629851754225,0.5787532740459489,0.0
25,Mexico,Female,Full-Time,1.8,1.679623275159771,2.0224700365728268,2.870197696643708,0.9210685266477341,1.7172370357771956,2.25806108417623,2.200604386438357,0.4426414056783561,1.8388757173154322,2.2101043651381387
29,India,Female,Part-Time,2.2,2.284377898517672,2.8413638603176503,1.3375991580909852,3.216971860471191,2.33014618635632,2.369931992555295,1.4982772356935292,1.2597791888284773,1.0054612641248952,2.989443717004516
25,Canada,Male,Part-Time,1.6,1.5317885419125143,1.3532407064505776,1.9067005837040383,1.5795868393288466,1.6498954396836525,0.0,1.6557757982521357,1.8417574534585983,2.121919903384309,2.099627689561883
20,Australia,Female,Unemployed,24.6,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0,20.0
26,Canada,Male,Part-Time,5.3,5.334648344481927,4.724726892994599,5.0120464261118425,5.274504756126084,5.12713310794337,5.175207434512139,6.298326452679999,6.601485393977061,4.991299366063762,7.537508108472953
52,Mexico,Female,Self-Employed,0.1,0.15187413110205222,0.16348178598689164,0.6490831051239944,0.6180739163850782,0.0,0.5151643562391184,0.5045003350740125,3.34189704589336,0.670044587580068,0.0
64,Canada,Male,Part-Time,0.8,0.8847460062933088,0.8121042226557058,0.7004230219771641,0.6049271526425843,0.32119764308196147,0.676111073645912,0.0,0.8466497555605413,2.956510166540377,0.02979637336120544
51,Canada,Male,Part-Time,5.9,5.925737062167537,5.86491923242914,5.640260717441221,6.0898450796503685,6.380795743037157,6.2252879404695785,8.277632939299561,6.826821924997974,5.943096294658494,6.311845107494677
67,Mexico,Male,Part-Time,3.9,3.911682490795296,3.7037998432209664,4.043195067748444,6.389524715256709,4.4769454629897725,4.875198941600376,3.5606730263517417,0.8732559074622683,5.190488034350087,3.677583054074557
32,China,Female,Full-Time,5.2,5.916372098009544,5.278340975145349,5.6824220678871615,5.300345596694515,4.36561639876152,5.356975674385964,7.151110008060594,5.603967556033651,5.621924590559633,5.108503138916527
67,Germany,Male,Self-Employed,3.4,3.405799038527679,3.2632472534483132,3.460132083413551,3.500059353630028,2.97682955007355,3.9526055170711953,2.841430518751243,2.5348358868138665,3.63597854618398,3.2663091107621396
49,India,Female,Unemployed,1.3,1.0508498306448768,0.7651468370520126,2.4676883689067823,2.435658832311481,1.531718131393877,1.3106999190861068,0.12816849457058122,2.236472234239586,0.0,3.125377563576545
67,Canada,Male,Part-Time,1.7,1.948900347936835,1.4322563517119118,1.6635680733921965,1.6396266005528364,3.027208771728277,1.6556675440131912,0.1931923578104715,1.6856189234656231,0.740419559828758,2.5018920692275857
61,Canada,Non-Binary,Full-Time,1.0,0.9683281581945089,1.4156573050625427,0.7964026883120998,2.1149314299554467,2.595853352323863,0.0,0.7185565412288106,1.0280198273046666,0.15581395594686254,4.424964321261951
50,China,Non-Binary,Full-Time,0.6,0.6153192761704909,0.4006838772107978,0.7868290429610282,0.8897765643486797,0.8266082865589006,3.098334599411193,2.949101343957958,0.19076121997767054,1.1493849028611334,1.0984349120029715
73,China,Male,Part-Time,6.1,6.24947726801154,6.905680278205503,6.745874640479822,6.524130663774439,5.627574279995991,5.60984764519851,6.896999439530941,9.751290266253031,6.211461597077048,6.596284477869903
57,Mexico,Non-Binary,Unemployed,1.5,1.4883056910689743,1.5919513776847263,1.146574478207343,1.1634988534273325,1.966861883932824,1.5919021612966964,0.9662827700584774,1.7461936161745777,1.0870344389648217,1.076125656760154
58,China,Male,Self-Employed,0.1,0.0,0.0,0.10930290985081499,0.0,0.4940237611123186,0.0,0.0,0.0,0.4478507349707833,0.7511919888675693
75,China,Non-Binary,Unemployed,2.0,2.224147814621529,2.0369512815990443,2.1025669334134314,2.118757138578762,2.630259803663095,3.2423462080861007,2.5958468865397086,6.540457320050878,0.25053075790475976,0.9652292177456878
72,Germany,Non-Binary,Full-Time,1.6,1.4726085951276293,1.5672417562096717,0.9766674494978169,1.6184307699212006,1.8674930125159532,1.427501958063386,2.4944989067479018,2.4327452215339096,3.0418351848436065,0.914245316261059
67,Canada,Male,Full-Time,2.0,2.002225277168951,1.504000806920308,1.7602685340628497,1.12666399993525,0.836739925668605,2.2144291376259875,1.9348978018291771,0.09419077815939048,1.2505204318070222,1.869019353911864
28,China,Non-Binary,Self-Employed,1.9,1.9552277643965743,2.24241875774313,1.7878789655281888,1.1784130573550042,1.383511961995333,2.1212179080226616,2.5616896711760497,0.8744217894534436,2.368662361504744,1.0828567743270796
56,Australia,Female,Unemployed,2.8,2.7451568490190805,2.8821055929641277,2.5282188793672082,1.0014340080461328,2.9281140522686147,1.6955470153276135,2.9293983115444053,2.779403535591674,3.4543001539569818,2.718299283389288
34,China,Female,Unemployed,0.7,0.7043007249690395,0.5545388987413811,0.4329611870935532,0.7835085358430036,1.0455580116520882,1.2913938805441285,1.8193849691386361,0.0,0.0,1.057292929409126
52,Australia,Female,Self-Employed,0.4,0.4316146843508079,0.5693619105510963,0.22890189224145807,0.2714420274351464,0.6169630596299812,1.8112716960534532,0.21680588361727549,0.5049412642969724,0.8524510996646094,0.0
35,Mexico,Non-Binary,Self-Employed,2.8,2.8604645005927436,3.218069411262356,2.02564423258579,2.6631799872071515,2.1288065641488085,3.5597383152845894,3.4431169321843096,3.499648354620387,0.0,2.7186253137734466
64,India,Female,Unemployed,0.6,0.3513174531988948,1.0212285937706391,0.9456245494416355,0.7459096155010936,0.3958753555814092,0.7676577611560943,1.1174108006161425,1.7364244665158557,1.2410981872627045,1.0159227079374376
39,China,Female,Part-Time,2.1,2.0226026128648353,2.077554437911493,1.4145071295787743,3.616677544209674,1.9541037896959939,2.0039011581337327,2.3920264548462153,4.956501604543925,2.5502440762254883,1.4360803276423353
73,United States,Female,Part-Time,1.5,1.3708810605733368,2.0003589146536633,1.1458690380429026,0.5676793737904573,2.196840619207087,1.544031037259559,3.765679028256651,3.7449246022370057,1.7892638559997285,0.11792172032899018
37,Australia,Non-Binary,Self-Employed,0.1,0.0,0.05386423386701747,0.4093909624949811,0.0,0.0998346553006115,0.96873242512607,0.962861786911476,0.13507721072877993,1.4126589034475259,0.04273530226716642
43,Canada,Non-Binary,Unemployed,0.6,0.6336103341448304,0.2133572130574104,0.6691019443347574,0.6471684111424955,1.1769986419600205,0.43634278416393946,0.8938955818106359,0.876689385532616,1.027365815924475,0.259729234193195
72,China,Male,Part-Time,3.0,3.0973802767955507,2.8697580982051965,3.2991574084471926,2.0339707315709354,2.9702321797707127,2.881400110006868,3.0861939344484117,2.371745498061303,3.546714393471544,0.695971293239853
76,China,Male,Unemployed,8.2,8.187641784483375,8.435314771421112,8.200653062733062,8.271860942849207,7.946041825652772,7.7227159109530925,7.570873045172654,12.29644142746904,8.801860673065182,10.714916307961914
73,United States,Female,Self-Employed,0.1,0.14159846661667483,0.278993894926425,0.11524881059840306,0.0,0.0,0.0,0.0,0.0,0.0,0.2120452840676479
25,United States,Male,Full-Time,5.1,5.073332724831404,5.496335995803118,5.304216805644281,4.94029210863645,4.574235676447814,5.094645896425186,5.4962947135246605,3.8465218220215505,7.533240764927742,7.729276050140833
23,Canada,Non-Binary,Self-Employed,0.6,0.6063086410085128,0.7086191493363269,0.6233954071778738,0.459956653377327,1.1214940468935746,0.10251728080153077,0.17465753377991927,0.8837382454272782,2.337745162125128,0.17188484258585895
63,Mexico,Male,Unemployed,3.1,3.076895715305487,2.991638196849129,2.8064592852837564,2.910996470110594,2.6548691310696286,3.366301779697191,3.501513284896947,3.1267009438779536,3.354089331457004,2.6874139172328144
74,India,Male,Part-Time,2.7,2.670886232282068,3.491716207275321,2.6931245763221003,2.876764391876029,1.72889988697577,2.3511836580114007,2.9884998003092336,4.147438141369435,2.4438965084868243,0.0
37,Canada,Female,Unemployed,5.5,5.7185798482919425,5.2163348028412715,5.238341438341027,5.910764400220316,6.720934840820497,5.222343557179476,5.447042384027289,5.702607616908257,5.40567219153557,6.109632463578137
20,China,Male,Unemployed,6.2,6.244721158020542,6.251059963644201,6.111900690394823,6.794190787004019,6.020846046779409,6.188651486039139,5.686979117680828,5.451763068200417,6.001572370266554,6.42636337192457
77,United States,Non-Binary,Part-Time,0.5,0.5155269032831916,0.6141390112593673,0.5916088105325042,0.18564021702961453,0.3722838890167526,1.0660972064109178,0.8135327017797148,0.0,1.0922968449476866,1.022846117638361
63,Australia,Non-Binary,Part-Time,0.7,0.7110126351926669,0.6957377444594564,0.7041569907463936,0.0,0.7429204150476649,0.9581446316418042,1.2617777752271224,0.5168944504105596,0.0,0.0
19,Mexico,Male,Part-Time,0.5,0.7650793998676525,0.4126967165201621,0.4597187706287104,0.0,0.0,0.5920048230871887,0.0,0.4129350216931794,0.0,0.0
46,China,Male,Unemployed,5.9,6.026986684097872,5.767448954459128,5.8716362833478115,6.5354618105098785,5.908151305694261,7.348645529528188,4.5627574590993785,6.725075701596111,5.105479743680338,7.292524944883706
76,Mexico,Female,Part-Time,0.5,0.3651470346836785,0.592927997512899,0.8570608190254714,0.2490688327239567,0.0,0.0,0.35541426720154,0.397673161378015,0.0,0.0
48,China,Male,Unemployed,2.4,2.3474256782101754,2.514636942133074,1.7216745479050957,2.4818530809140666,2.124289176388796,1.4339951101748694,3.2157722975208642,3.6289037291005837,0.5259655696733647,2.5256177980764427
36,Mexico,Non-Binary,Part-Time,0.1,0.07828314859093202,0.08590155444030292,1.347826279717445,0.10253032850285075,0.0,0.9586044935931157,0.5796090618685934,0.0,2.2633877243631892,0.0
58,Mexico,Male,Unemployed,0.1,0.05799283296820688,0.09742622380312838,0.0,0.06460359575806203,0.1779990244240506,0.0,0.0,0.8334119081516143,0.4272479765990673,0.0
40,China,Female,Self-Employed,0.9,1.000429076904613,0.675350494307461,0.9192612287144094,0.8221603637511714,0.8252958878315473,0.7196404497907269,0.8531151360863054,0.0,2.511866873452103,0.0
19,Germany,Female,Self-Employed,3.3,3.4110093450212258,3.3102628844320137,3.992739873292249,2.36669911929607,4.997736384562028,4.347876248237618,1.0007686964007338,1.8125349514035407,4.323902140647132,3.1750637309566274
68,Germany,Non-Binary,Unemployed,4.3,4.306056475159077,4.384933822235738,4.749245261012065,4.876636038104986,4.361219536595673,4.713025173699589,5.004300186512872,6.733464869327448,4.947623376206804,3.5381962406743086
78,Canada,Male,Unemployed,5.0,4.808436264218124,5.3047346145395675,3.0904914964203876,5.3899643308724405,4.560820045974671,4.701079440522241,5.102295739540852,5.272115700688765,4.07404005267918,4.290984765874767
66,United States,Female,Self-Employed,1.8,2.029622227718607,1.598997132925485,1.907507174923405,2.868373460570531,1.585907624754796,1.465879584695902,2.15467427311246,2.4964659892148213,2.117704733134026,1.5901825382214958
31,Australia,Female,Part-Time,1.2,1.2748162036268191,1.351586778040664,1.2817845159111367,1.7398807331139121,1.4315410426926776,1.6869688801091398,1.9443150401849019,1.732235231352706,1.8616972697271408,0.8762605952902979
78,Mexico,Male,Unemployed,3.1,3.153494737558576,2.8984242588875437,3.3279467429301675,2.9521046527828982,1.8036793854944222,2.929703224273491,3.6813149346176006,3.9722954801452777,2.8725107359827886,3.137259177324486
73,China,Non-Binary,Part-Time,1.4,1.4203321106974833,1.4284537599801281,1.2782870823610322,1.2386418553107728,1.5091194585166192,1.4598537575598525,0.8623132684681857,1.2214885714391086,2.290801566768113,0.30879711238431384
29,United States,Female,Unemployed,4.5,4.685928345731951,4.965308018632111,3.569271868098208,4.651697130220075,4.958084543808603,6.0427067564458605,5.661701570259604,3.2806513466020473,5.569418343921915,2.7745573802455996
34,China,Female,Self-Employed,2.6,2.64598245550867,2.2098024020531186,2.7850026711705587,3.2526686967697467,3.1720454304863592,2.975006262232247,2.9077753992457813,3.6026560311307,1.4548289666332428,4.763729963020087
45,China,Male,Self-Employed,1.3,1.5209884242174878,1.4532492336973462,1.8863922517687848,1.5223780929247304,0.28279656177381596,2.467970389815445,1.6681622950039414,1.8722943045792881,1.590092533481914,0.6222807188026882
64,Australia,Female,Full-Time,1.3,1.2148348412111742,1.3135381997016278,0.7003746175637794,1.5048692691927026,2.377651868403211,1.2369811809854585,1.5899063280578183,0.23776968370186613,0.0,2.1904129805381793
71,Germany,Non-Binary,Part-Time,3.3,3.400006371442426,2.9926337100902796,3.5670345468694675,3.592667500375205,2.081378069779654,1.9693499418897198,5.374278577229617,3.20058952409592,1.9213098884910118,3.701285028934229
25,Germany,Male,Full-Time,6.4,6.45217419061964,6.425336953715969,6.524670704020181,6.562953782968904,6.271252649252083,5.971197284120673,6.458951893286325,6.455231580930273,5.776735634892441,6.709458669097266
21,Mexico,Male,Unemployed,5.7,5.941451332913862,5.756084374074429,5.255561594170036,5.427033137518849,4.987635689516431,5.139570522219429,6.759529551993848,5.9640368281596645,6.967558126525515,8.880802211852423
46,Mexico,Non-Binary,Unemployed,0.4,0.41407227065277113,0.4270403605467478,0.0,1.5896594995268698,0.4439142190935717,0.6361565761785701,1.0397472425772853,0.7278579817524271,2.954682559606122,0.0
68,China,Non-Binary,Part-Time,1.3,1.3521720292913066,1.1970646060295955,1.4490704042536384,1.3481250711890693,1.4297721212744379,0.8814189789439629,1.8992016917550307,2.4653770611429127,1.6204749650921433,1.9208855340410762
78,Mexico,Female,Unemployed,0.6,0.5922013961426705,0.5827723631239037,0.466907033337467,0.6641967508395236,1.507408762412361,1.1769448734095616,0.7066823433967498,0.4270701184296961,0.0,0.0
